cst_cnt,btl_cnt,line,station,date,depth_m,T_degC,salinity,O2_mL_L,Sigma_Theta,O2_sat,O_mmol_kg
31169,780204,76.7,51,2006-07-24,70,10.76,33.691,2.98,25.801,47.5,129.7394
31169,780205,76.7,51,2006-07-24,75,10.6,33.705,2.93,25.84,46.6,127.5577
31169,780206,76.7,51,2006-07-24,86,10.28,33.738,2.85,25.921,45,124.0651
31169,780207,76.7,51,2006-07-24,98,10.15,33.77,2.75,25.969,43.3,119.7063
31169,780208,76.7,51,2006-07-24,100,10.13,33.775,2.73,25.976,43,118.8349
31170,780222,76.7,55,2006-07-23,30,12.22,33.662,4.52,25.51,74.4,196.8418
31170,780223,76.7,55,2006-07-23,40,10.5,33.756,3.04,25.896,48.3,132.3393
31170,780224,76.7,55,2006-07-23,50,10.14,33.895,2.58,26.067,40.7,112.2956
31170,780225,76.7,55,2006-07-23,59,10.08,34.002,2.29,26.161,36.1,99.66409
31170,780226,76.7,55,2006-07-23,70,9.83,34.028,2.09,26.223,32.7,90.9543
31170,780227,76.7,55,2006-07-23,75,9.66,34.023,2.04,26.248,31.8,88.7762
31170,780228,76.7,55,2006-07-23,85,9.36,34.011,1.98,26.288,30.7,86.16178
31170,780229,76.7,55,2006-07-23,100,9.22,34.044,1.91,26.336,29.5,83.11177
31170,780230,76.7,55,2006-07-23,119,9.27,34.088,1.73,26.363,26.8,75.27727
31314,784204,76.7,55,2006-11-05,21,16.09,33.327,5.77,24.442,102.6,251.5401
31314,784205,76.7,55,2006-11-05,30,15.7,33.311,5.73,24.518,101.1,249.7778
31314,784206,76.7,55,2006-11-05,41,15.68,33.356,5.64,24.557,99.5,245.8452
31314,784207,76.7,55,2006-11-05,50,15.18,33.423,5.37,24.72,93.8,234.0388
31314,784208,76.7,55,2006-11-05,60,14.02,33.408,4.94,24.955,84.3,215.2489
31314,784209,76.7,55,2006-11-05,70,13.01,33.386,4.81,25.143,80.4,209.546
31314,784210,76.7,55,2006-11-05,75,12.42,33.414,4.56,25.28,75.3,198.6283
31314,784211,76.7,55,2006-11-05,84,11.52,33.487,4.05,25.506,65.6,176.3744
31314,784212,76.7,55,2006-11-05,100,11.18,33.558,3.55,25.623,57.1,154.5821
31315,784236,76.7,51,2006-11-05,30,15.27,33.293,5.9,24.599,103.2,257.1679
31315,784237,76.7,51,2006-11-05,40,15.02,33.336,5.76,24.687,100.3,251.0441
31315,784238,76.7,51,2006-11-05,49,14.21,33.31,5.46,24.84,93.5,237.9333
31315,784239,76.7,51,2006-11-05,50,14.01,33.28,5.46,24.858,93.1,237.9292
31315,784240,76.7,51,2006-11-05,59,12.26,33.073,5.42,25.046,89,236.1428
31315,784241,76.7,51,2006-11-05,69,11.64,33.243,4.8,25.294,77.8,209.0795
31315,784242,76.7,51,2006-11-05,75,11.5,33.373,4.29,25.421,69.4,186.8417
31315,784243,76.7,51,2006-11-05,84,11.37,33.542,3.61,25.576,58.3,157.202
31315,784244,76.7,51,2006-11-05,99,10.89,33.619,3.27,25.722,52.3,142.376
31315,784245,76.7,51,2006-11-05,100,10.86,33.625,3.25,25.732,51.9,141.5038
31315,784246,76.7,51,2006-11-05,119,10.35,33.73,2.9,25.904,45.9,126.2438
31316,784261,76.7,49,2006-11-05,30,12.49,33.46,4.15,25.301,68.6,180.7655
31316,784262,76.7,49,2006-11-05,40,12.19,33.496,3.89,25.387,63.9,169.4262
31316,784263,76.7,49,2006-11-05,50,12.38,33.474,4.05,25.334,66.8,176.404
31316,784264,76.7,49,2006-11-05,59,11.92,33.511,3.8,25.45,62.1,165.4961
31316,784265,76.7,49,2006-11-05,66,11.88,33.518,3.74,25.463,61.1,162.881
31327,784546,76.7,49,2007-01-28,22,12.89,33.563,5.97,25.303,99.6,260.0404
31327,784547,76.7,49,2007-01-28,29,12.83,33.581,5.74,25.329,95.7,250.0157
31327,784548,76.7,49,2007-01-28,30,12.75,33.586,5.67,25.348,94.3,246.9622
31327,784549,76.7,49,2007-01-28,41,12.3,33.622,4.93,25.464,81.3,214.7065
31327,784550,76.7,49,2007-01-28,50,12.22,33.626,4.92,25.482,81,214.2672
31327,784551,76.7,49,2007-01-28,51,12.22,33.626,4.92,25.482,81,214.2672
31327,784552,76.7,49,2007-01-28,65,12.09,33.638,4.64,25.516,76.2,202.0665
31328,784559,76.7,51,2007-01-28,30,12.91,33.585,5.93,25.316,99,258.2948
31328,784560,76.7,51,2007-01-28,41,12.89,33.597,5.81,25.329,97,253.0647
31328,784561,76.7,51,2007-01-28,50,12.78,33.598,5.53,25.352,92.1,240.8634
31328,784562,76.7,51,2007-01-28,51,12.78,33.597,5.48,25.351,91.2,238.6859
31328,784563,76.7,51,2007-01-28,60,12.39,33.611,4.7,25.438,77.6,204.695
31328,784564,76.7,51,2007-01-28,70,12.14,33.625,4.24,25.497,69.7,184.6504
31328,784565,76.7,51,2007-01-28,75,11.72,33.654,3.9,25.599,63.5,169.8266
31328,784566,76.7,51,2007-01-28,85,10.95,33.68,3.3,25.759,52.9,143.677
31328,784567,76.7,51,2007-01-28,100,10.68,33.719,3.08,25.837,49.1,134.0883
31329,784582,76.7,55,2007-01-29,40,12.44,33.602,5.32,25.421,88,231.7011
31329,784583,76.7,55,2007-01-29,50,11.57,33.636,3.8,25.612,61.7,165.47
31329,784584,76.7,55,2007-01-29,60,10.97,33.744,2.89,25.805,46.3,125.8206
31329,784585,76.7,55,2007-01-29,71,10.66,33.83,2.57,25.927,41,111.8756
31329,784586,76.7,55,2007-01-29,75,10.61,33.846,2.52,25.948,40.1,109.6968
31329,784587,76.7,55,2007-01-29,85,10.52,33.876,2.45,25.987,38.9,106.6456
31329,784588,76.7,55,2007-01-29,100,10.07,33.949,2.33,26.122,36.7,101.4088
31414,786866,76.7,49,2007-04-24,30,9.74,33.944,2.98,26.172,46.6,129.6925
31414,786867,76.7,49,2007-04-24,31,9.74,33.941,3,26.17,46.9,130.5632
31414,786868,76.7,49,2007-04-24,39,9.74,33.962,2.93,26.186,45.8,127.5147
31414,786869,76.7,49,2007-04-24,50,9.57,34.013,2.35,26.254,36.6,102.2661
31414,786870,76.7,49,2007-04-24,62,9.54,34.032,2.16,26.274,33.6,93.99596
31415,786876,76.7,51,2007-04-24,21,11.33,33.716,5.46,25.717,88.2,237.7299
31415,786877,76.7,51,2007-04-24,30,10.68,33.765,4.88,25.872,77.8,212.4444
31415,786878,76.7,51,2007-04-24,40,10.55,33.767,4.59,25.896,72.9,199.815
31415,786879,76.7,51,2007-04-24,50,10.17,33.79,4,25.98,63,174.1165
31415,786880,76.7,51,2007-04-24,51,10.16,33.801,3.99,25.99,62.9,173.6795
31415,786881,76.7,51,2007-04-24,75,9.85,33.84,3.41,26.073,53.4,148.4208
31415,786882,76.7,51,2007-04-24,77,9.79,33.842,3.26,26.085,51,141.8904
31415,786883,76.7,51,2007-04-24,100,9.35,34.039,1.94,26.312,30.1,84.41917
31415,786884,76.7,51,2007-04-24,101,9.35,34.048,1.9,26.319,29.5,82.67799
31416,786896,76.7,55,2007-04-24,30,11.53,33.741,5.63,25.7,91.4,245.1358
31416,786897,76.7,55,2007-04-24,40,11.43,33.747,5.45,25.723,88.3,237.2931
31416,786898,76.7,55,2007-04-24,50,11.21,33.753,5.23,25.768,84.3,227.7043
31416,786899,76.7,55,2007-04-24,75,10.78,33.769,4.49,25.858,71.7,195.4689
31416,786900,76.7,55,2007-04-24,100,10.66,33.802,4.28,25.905,68.2,186.3182
31480,788666,76.7,49,2007-07-13,27,11.68,33.829,4.6,25.74,74.9,200.2808
31480,788667,76.7,49,2007-07-13,30,11.51,33.823,4.44,25.76,72.1,193.3107
31480,788668,76.7,49,2007-07-13,38,11.44,33.822,4.12,25.78,66.8,179.3749
31480,788669,76.7,49,2007-07-13,44,11.33,33.829,4.05,25.8,65.5,176.3239
31480,788670,76.7,49,2007-07-13,50,11.07,33.837,3.55,25.85,57.1,154.5479
31480,788671,76.7,49,2007-07-13,65,10.68,33.859,3.21,25.94,51.2,139.7339
31481,788677,76.7,51,2007-07-13,29,11.82,33.49,5.99,25.45,97.7,260.8741
31481,788678,76.7,51,2007-07-13,30,11.8,33.504,5.99,25.46,97.6,260.8716
31481,788679,76.7,51,2007-07-13,40,11.73,33.682,5.98,25.61,97.4,260.398
31481,788680,76.7,51,2007-07-13,50,10.75,33.632,4.67,25.75,74.5,203.3265
31481,788681,76.7,51,2007-07-13,59,10.13,33.732,3.83,25.94,60.3,166.723
31481,788682,76.7,51,2007-07-13,69,10.04,33.859,2.9,26.05,45.6,126.2258
31481,788683,76.7,51,2007-07-13,75,9.97,33.861,2.81,26.06,44.1,122.3073
31481,788684,76.7,51,2007-07-13,85,9.85,33.889,2.67,26.11,41.8,116.208
31481,788685,76.7,51,2007-07-13,99,9.49,33.942,2.41,26.21,37.5,104.8817
31481,788686,76.7,51,2007-07-13,100,9.4,33.94,2.41,26.22,37.4,104.8806
31481,788687,76.7,51,2007-07-13,119,9.16,33.982,2.35,26.29,36.3,102.2625
31482,788700,76.7,55,2007-07-13,30,10.52,33.783,3.09,25.91,49.1,134.5141
31482,788701,76.7,55,2007-07-13,40,10.19,33.821,2.81,26,44.3,122.3144
31482,788702,76.7,55,2007-07-13,50,10.12,33.833,2.74,26.02,43.2,119.2651
31482,788703,76.7,55,2007-07-13,60,9.97,33.862,2.62,26.07,41.1,114.0363
31482,788704,76.7,55,2007-07-13,69,9.86,33.891,2.53,26.11,39.6,110.1147
31482,788705,76.7,55,2007-07-13,75,9.8,33.906,2.48,26.13,38.8,107.9364
31482,788706,76.7,55,2007-07-13,85,9.64,33.932,2.4,26.18,37.4,104.4495
31482,788707,76.7,55,2007-07-13,99,9.43,33.981,2.21,26.25,34.3,96.17403
31482,788708,76.7,55,2007-07-13,100,9.43,33.984,2.2,26.25,34.2,95.73885
31553,790620,76.7,51,2007-11-18,30,12.6,33.487,5.37,25.301,89,233.9061
31553,790621,76.7,51,2007-11-18,40,12.05,33.481,5.05,25.401,82.7,219.9462
31553,790622,76.7,51,2007-11-18,49,11.13,33.403,4.56,25.51,73.2,198.5837
31553,790623,76.7,51,2007-11-18,50,11.08,33.407,4.52,25.522,72.5,196.8395
31553,790624,76.7,51,2007-11-18,60,10.52,33.492,4.18,25.687,66.3,182.0037
31553,790625,76.7,51,2007-11-18,70,10.41,33.535,4.01,25.74,63.4,174.5926
31553,790626,76.7,51,2007-11-18,75,10.37,33.558,3.95,25.765,62.4,171.976
31553,790627,76.7,51,2007-11-18,85,10.32,33.589,3.81,25.798,60.2,165.8754
31553,790628,76.7,51,2007-11-18,100,10.19,33.705,3.37,25.911,53.1,146.703
31553,790629,76.7,51,2007-11-18,119,9.71,33.865,2.77,26.117,43.2,120.5595
31554,790642,76.7,55,2007-11-18,30,12.29,33.474,4.77,25.35,78.5,207.7614
31554,790643,76.7,55,2007-11-18,40,11.67,33.554,4.26,25.529,69.3,185.5156
31554,790644,76.7,55,2007-11-18,50,10.95,33.633,3.88,25.722,62.1,168.9354
31554,790645,76.7,55,2007-11-18,51,11.04,33.62,3.85,25.695,61.8,167.6337
31554,790646,76.7,55,2007-11-18,60,10.51,33.665,3.58,25.824,56.8,155.8579
31554,790647,76.7,55,2007-11-18,71,10.28,33.696,3.4,25.888,53.7,148.0123
31554,790648,76.7,55,2007-11-18,75,10.21,33.708,3.32,25.909,52.3,144.5267
31554,790649,76.7,55,2007-11-18,86,9.77,33.768,3.07,26.031,48,133.6277
31554,790650,76.7,55,2007-11-18,100,9.53,33.878,2.68,26.156,41.7,116.638
31625,792582,76.7,49,2008-01-25,29,12.13,33.539,5.43,25.431,89.2,236.4896
31625,792583,76.7,49,2008-01-25,30,12.14,33.533,5.43,25.431,89.2,236.4896
31625,792584,76.7,49,2008-01-25,40,12.13,33.539,5.44,25.431,89.3,236.9252
31625,792585,76.7,49,2008-01-25,50,12.11,33.541,5.42,25.437,88.9,236.0527
31625,792586,76.7,49,2008-01-25,60,12.1,33.541,5.42,25.439,88.9,236.0523
31625,792587,76.7,49,2008-01-25,70,12.05,33.545,5.35,25.452,87.7,233.0007
31626,792592,76.7,55,2008-01-29,21,11.83,33.045,6.16,25.104,100.2,268.3685
31626,792593,76.7,55,2008-01-29,30,11.83,33.036,6.16,25.097,100.2,268.3703
31626,792594,76.7,55,2008-01-29,40,11.84,33.037,6.16,25.096,100.2,268.3706
31626,792595,76.7,55,2008-01-29,50,11.85,33.048,6.14,25.103,99.9,267.4974
31626,792596,76.7,55,2008-01-29,60,11.83,33.13,5.97,25.171,97.1,260.0739
31626,792597,76.7,55,2008-01-29,69,11.27,33.618,4.54,25.653,73.2,197.6852
31626,792598,76.7,55,2008-01-29,75,10.24,33.822,3.69,25.883,58.8,160.6376
31626,792599,76.7,55,2008-01-29,85,9.75,33.898,2.7,26.135,42.2,117.5109
31626,792600,76.7,55,2008-01-29,100,9.33,33.934,2.65,26.229,41,115.3242
31626,792601,76.7,55,2008-01-29,101,9.32,33.936,2.65,26.236,41,115.3234
31626,792602,76.7,55,2008-01-29,119,9.12,33.973,2.62,26.297,40.4,114.011
31710,794863,76.7,49,2008-04-07,21,9.72,33.957,3.71,26.185,58,161.4608
31710,794864,76.7,49,2008-04-07,30,9.59,33.972,3.49,26.219,54.4,151.8812
31710,794865,76.7,49,2008-04-07,31,9.58,33.974,3.47,26.222,54.1,151.0104
31710,794866,76.7,49,2008-04-07,42,9.39,33.98,3.17,26.258,49.2,137.9499
31710,794867,76.7,49,2008-04-07,50,9.14,33.999,2.66,26.313,41,115.7499
31710,794868,76.7,49,2008-04-07,60,8.97,34.022,2.31,26.358,35.5,100.5152
31711,794873,76.7,51,2008-04-23,30,10.33,33.787,5.4,25.95,85.4,235.0641
31711,794874,76.7,51,2008-04-23,40,9.95,33.822,4.65,26.042,73,202.3981
31711,794875,76.7,51,2008-04-23,50,9.61,33.881,3.97,26.145,61.8,172.7828
31711,794876,76.7,51,2008-04-23,60,9.33,33.913,3.41,26.215,52.8,148.4003
31711,794877,76.7,51,2008-04-23,70,9.24,33.931,3.26,26.244,50.4,141.8684
31711,794878,76.7,51,2008-04-23,75,9.1,33.934,3.07,26.269,47.3,133.5967
31711,794879,76.7,51,2008-04-23,84,9.03,33.967,2.73,26.306,42,118.7967
31711,794880,76.7,51,2008-04-23,100,8.79,33.979,2.65,26.354,40.6,115.3101
31711,794881,76.7,51,2008-04-23,119,8.85,34.033,2.21,26.387,33.9,96.16119
31712,794893,76.7,55,2008-04-24,30,10.1,33.764,5.09,25.971,80.1,221.5651
31712,794894,76.7,55,2008-04-24,40,10.03,33.777,4.86,25.993,76.4,211.5488
31712,794895,76.7,55,2008-04-24,50,10.02,33.813,4.63,26.023,72.7,201.5314
31712,794896,76.7,55,2008-04-24,60,9.95,33.823,4.61,26.043,72.3,200.6569
31712,794897,76.7,55,2008-04-24,70,9.78,33.83,4.56,26.077,71.3,198.474
31712,794898,76.7,55,2008-04-24,75,9.73,33.837,4.34,26.091,67.8,188.8959
31712,794899,76.7,55,2008-04-24,85,9.68,33.905,3.8,26.152,59.3,165.3829
31712,794900,76.7,55,2008-04-24,100,9.29,33.916,3.3,26.225,51,143.6118
31712,794901,76.7,55,2008-04-24,101,9.29,33.921,3.27,26.229,50.6,142.3057
31776,796728,76.7,49,2008-08-29,22,14.42,33.474,6.17,24.921,106.2,268.8521
31776,796729,76.7,49,2008-08-29,30,13.94,33.489,6.08,25.034,103.6,264.9012
31776,796730,76.7,49,2008-08-29,31,13.94,33.493,6.07,25.037,103.5,264.4648
31776,796732,76.7,49,2008-08-29,40,12.45,33.527,4.81,25.361,79.5,209.5014
31776,796733,76.7,49,2008-08-29,50,11.82,33.591,4.17,25.53,68,181.5961
31776,796735,76.7,49,2008-08-29,52,11.81,33.586,4.12,25.528,67.2,179.419
31776,796736,76.7,49,2008-08-29,59,11.83,33.594,4.05,25.531,66.1,176.3701
31777,796744,76.7,51,2008-08-29,29,12.94,33.507,5.18,25.25,86.5,225.6413
31777,796745,76.7,51,2008-08-29,30,12.39,33.54,5.09,25.382,84,221.6924
31777,796746,76.7,51,2008-08-29,39,11.58,33.593,4.29,25.576,69.6,186.8135
31777,796748,76.7,51,2008-08-29,59,11.01,33.654,3.81,25.727,61.1,165.8868
31777,796749,76.7,51,2008-08-29,70,10.73,33.71,3.41,25.821,54.4,148.4573
31777,796750,76.7,51,2008-08-29,75,10.69,33.718,3.34,25.834,53.2,145.4079
31777,796751,76.7,51,2008-08-29,85,10.61,33.734,3.27,25.861,52,142.3567
31777,796752,76.7,51,2008-08-29,100,10.37,33.781,3.06,25.939,48.4,133.2044
31777,796753,76.7,51,2008-08-29,118,10.17,33.818,2.91,26.003,45.9,126.6669
31778,796768,76.7,55,2008-08-29,29,11.58,33.655,4.18,25.624,67.9,182.0148
31778,796769,76.7,55,2008-08-29,30,11.45,33.679,4.12,25.667,66.7,179.3947
31778,796770,76.7,55,2008-08-29,40,11.05,33.734,3.71,25.782,59.6,161.5242
31778,796771,76.7,55,2008-08-29,50,10.7,33.764,3.47,25.868,55.3,151.0625
31778,796772,76.7,55,2008-08-29,60,10.44,33.772,3.34,25.92,53,145.3957
31778,796773,76.7,55,2008-08-29,70,10.24,33.803,3.22,25.978,50.8,140.164
31778,796774,76.7,55,2008-08-29,75,10.1,33.813,3.23,26.01,50.8,140.5949
31778,796775,76.7,55,2008-08-29,85,9.8,33.809,3.25,26.057,50.8,141.459
31778,796776,76.7,55,2008-08-29,100,9.6,33.822,3.22,26.101,50.1,140.1472
31778,796777,76.7,55,2008-08-29,101,9.6,33.823,3.22,26.102,50.1,140.1471
31845,798747,76.7,49,2008-10-29,30,12.98,33.461,5.26,25.206,87.9,229.136
31845,798748,76.7,49,2008-10-29,40,12.37,33.502,4.72,25.357,77.9,205.5822
31845,798749,76.7,49,2008-10-29,50,12.08,33.524,4.41,25.429,72.3,192.0665
31845,798750,76.7,49,2008-10-29,60,11.62,33.555,4.08,25.54,66.3,177.675
31846,798756,76.7,51,2008-10-29,21,14.8,33.357,6.12,24.75,106.1,266.7179
31846,798757,76.7,51,2008-10-29,30,14.8,33.361,6.15,24.753,106.6,268.0246
31846,798758,76.7,51,2008-10-29,40,14.27,33.384,5.99,24.884,102.7,261.0182
31846,798759,76.7,51,2008-10-29,50,12.84,33.397,5.14,25.185,85.6,223.9131
31846,798760,76.7,51,2008-10-29,61,11.86,33.39,4.76,25.367,77.6,207.3225
31846,798761,76.7,51,2008-10-29,70,11.43,33.46,4.47,25.501,72.3,194.666
31846,798762,76.7,51,2008-10-29,75,11.41,33.476,4.39,25.517,70.9,191.1791
31846,798763,76.7,51,2008-10-29,85,11.23,33.535,4.27,25.596,68.8,185.9389
31846,798764,76.7,51,2008-10-29,100,10.78,33.603,4,25.729,63.8,174.1591
31846,798765,76.7,51,2008-10-29,102,10.78,33.607,3.95,25.732,63,171.9816
31847,798780,76.7,55,2008-10-29,29,13.26,33.431,5.24,25.127,88,228.2823
31847,798781,76.7,55,2008-10-29,30,13.12,33.437,5.17,25.16,86.6,225.2255
31847,798782,76.7,55,2008-10-29,39,12.21,33.448,4.7,25.346,77.3,204.7133
31847,798783,76.7,55,2008-10-29,50,11.73,33.477,4.49,25.458,73.1,195.5452
31847,798784,76.7,55,2008-10-29,59,11.07,33.481,4.33,25.582,69.5,188.5542
31847,798785,76.7,55,2008-10-29,69,10.48,33.582,3.99,25.765,63.2,173.7176
31847,798786,76.7,55,2008-10-29,75,10.38,33.613,3.82,25.806,60.4,166.3094
31847,798787,76.7,55,2008-10-29,84,10.09,33.693,3.55,25.918,55.8,154.5377
31847,798788,76.7,55,2008-10-29,100,9.8,33.831,2.87,26.075,44.9,124.917
31847,798789,76.7,55,2008-10-29,119,9.33,33.887,2.74,26.196,42.4,119.2447
31918,800718,76.7,49,2009-01-23,30,12.99,33.412,6.5,25.166,108.6,283.1639
31918,800719,76.7,49,2009-01-23,41,12.59,33.435,5.64,25.263,93.4,245.6759
31918,800720,76.7,49,2009-01-23,50,12.4,33.45,5.3,25.311,87.5,230.8548
31918,800721,76.7,49,2009-01-23,51,12.39,33.454,5.27,25.316,86.9,229.547
31918,800722,76.7,49,2009-01-23,62,11.98,33.493,4.68,25.425,76.6,203.8265
31919,800729,76.7,51,2009-01-23,21,13.13,33.383,6.37,25.116,106.7,277.5142
31919,800730,76.7,51,2009-01-23,30,12.66,33.39,5.96,25.214,98.9,259.6273
31919,800731,76.7,51,2009-01-23,31,12.67,33.394,5.91,25.215,98.1,257.449
31919,800732,76.7,51,2009-01-23,41,12.36,33.41,5.47,25.288,90.2,238.265
31919,800733,76.7,51,2009-01-23,50,11.81,33.439,4.84,25.414,78.9,210.7972
31919,800734,76.7,51,2009-01-23,60,11.28,33.534,4.16,25.585,67.1,181.1508
31919,800735,76.7,51,2009-01-23,71,10.94,33.622,3.71,25.715,59.4,161.5347
31919,800736,76.7,51,2009-01-23,75,10.7,33.645,3.59,25.776,57.2,156.3006
31919,800737,76.7,51,2009-01-23,86,10.59,33.703,3.31,25.84,52.6,144.101
31919,800738,76.7,51,2009-01-23,100,10.23,33.789,2.93,25.97,46.2,127.5415
31919,800739,76.7,51,2009-01-23,101,10.22,33.794,2.91,25.975,45.9,126.6703
31920,800754,76.7,55,2009-01-22,30,12.38,33.423,5.6,25.293,92.4,243.9264
31920,800755,76.7,55,2009-01-22,39,11.77,33.459,4.96,25.437,80.8,216.0187
31920,800756,76.7,55,2009-01-22,49,11.46,33.55,4.2,25.565,68,182.8963
31920,800757,76.7,55,2009-01-22,50,11.38,33.557,4.12,25.585,66.6,179.409
31920,800758,76.7,55,2009-01-22,59,10.87,33.646,3.51,25.746,56.1,152.822
31920,800759,76.7,55,2009-01-22,70,10.64,33.7,3.26,25.829,51.9,141.9258
31920,800760,76.7,55,2009-01-22,75,10.47,33.743,3.16,25.892,50.1,137.5638
31920,800761,76.7,55,2009-01-22,84,10.37,33.765,3,25.927,47.5,130.5941
31920,800762,76.7,55,2009-01-22,99,9.96,33.829,2.85,26.047,44.7,124.0499
31920,800763,76.7,55,2009-01-22,100,9.94,33.853,2.83,26.069,44.4,123.1767
31920,800764,76.7,55,2009-01-22,119,9.66,33.935,2.47,26.18,38.5,107.496
32090,805285,76.7,49,2009-07-30,30,11.07,33.187,5.28,25.353,84.6,229.9743
32090,805286,76.7,49,2009-07-30,40,10.88,33.303,5.17,25.477,82.5,225.1559
32090,805287,76.7,49,2009-07-30,50,10.49,33.383,4.76,25.607,75.4,207.2739
32090,805288,76.7,49,2009-07-30,60,10.51,33.584,3.82,25.761,60.6,166.3167
32091,805294,76.7,51,2009-07-30,30,13.1,33.188,6,24.971,100.3,261.4318
32091,805295,76.7,51,2009-07-30,31,13.05,33.186,5.99,24.979,100,260.994
32091,805296,76.7,51,2009-07-30,40,11.56,33.105,5.48,25.201,88.6,238.7208
32091,805297,76.7,51,2009-07-30,50,10.79,33.222,4.95,25.43,78.8,215.5847
32091,805298,76.7,51,2009-07-30,60,10.53,33.318,4.73,25.55,74.9,205.979
32091,805299,76.7,51,2009-07-30,71,10.24,33.4,4.62,25.664,72.7,201.1665
32091,805300,76.7,51,2009-07-30,75,10,33.515,4.59,25.794,71.9,199.8349
32091,805301,76.7,51,2009-07-30,85,9.93,33.544,4.32,25.829,67.6,188.0735
32091,805302,76.7,51,2009-07-30,100,10.23,33.771,3.07,25.956,48.4,133.6375
32092,805315,76.7,55,2009-07-30,30,13.01,33.351,5.67,25.115,94.7,247.0183
32092,805316,76.7,55,2009-07-30,40,10.52,33.351,5,25.577,79.2,217.7311
32092,805317,76.7,55,2009-07-30,50,10.39,33.583,4.23,25.781,66.9,184.1639
32092,805318,76.7,55,2009-07-30,60,10.33,33.644,3.91,25.839,61.8,170.2222
32092,805319,76.7,55,2009-07-30,71,10.17,33.665,3.8,25.883,59.8,165.4263
32092,805320,76.7,55,2009-07-30,75,10.08,33.687,3.68,25.915,57.8,160.1973
32092,805321,76.7,55,2009-07-30,85,10.06,33.738,3.34,25.958,52.5,145.3904
32092,805322,76.7,55,2009-07-30,100,9.88,33.802,3,26.039,47,130.5798
32092,805323,76.7,55,2009-07-30,101,9.89,33.803,2.99,26.038,46.8,130.1447
32164,807247,76.7,49,2009-11-22,21,13.05,33.383,5.78,25.132,96.7,251.8064
32164,807248,76.7,49,2009-11-22,30,12.46,33.386,4.96,25.25,81.9,216.0581
32164,807249,76.7,49,2009-11-22,40,11.92,33.428,4.6,25.385,75.1,200.3501
32164,807250,76.7,49,2009-11-22,50,11.67,33.45,4.38,25.449,71.2,190.7563
32164,807251,76.7,49,2009-11-22,51,11.65,33.452,4.36,25.454,70.8,189.8843
32164,807252,76.7,49,2009-11-22,60,11.34,33.494,4.03,25.544,65,175.4969
32165,807260,76.7,51,2009-11-22,24,12.59,33.374,5.04,25.215,83.5,219.5504
32165,807261,76.7,51,2009-11-22,30,12.12,33.391,4.64,25.318,76.1,202.1055
32165,807262,76.7,51,2009-11-22,31,12,33.397,4.61,25.345,75.4,200.7935
32165,807263,76.7,51,2009-11-22,42,11.63,33.431,4.37,25.441,70.9,190.3222
32165,807264,76.7,51,2009-11-22,50,11.29,33.474,4.12,25.537,66.4,179.4174
32165,807265,76.7,51,2009-11-22,60,11.05,33.503,3.94,25.603,63.2,171.5677
32165,807266,76.7,51,2009-11-22,71,10.99,33.511,3.91,25.62,62.6,170.2586
32165,807267,76.7,51,2009-11-22,75,10.96,33.515,3.88,25.628,62.1,168.9509
32165,807268,76.7,51,2009-11-22,86,10.73,33.562,3.74,25.706,59.6,162.8424
32165,807269,76.7,51,2009-11-22,100,10.46,33.621,3.52,25.799,55.8,153.2495
32166,807283,76.7,55,2009-11-22,30,11.24,33.473,4.11,25.545,66.2,178.9805
32166,807284,76.7,55,2009-11-22,41,11.05,33.495,3.99,25.596,64,173.7462
32166,807285,76.7,55,2009-11-22,50,10.69,33.582,3.7,25.728,58.9,161.0973
32166,807286,76.7,55,2009-11-22,51,10.66,33.59,3.67,25.739,58.4,159.7894
32166,807287,76.7,55,2009-11-22,61,10.59,33.608,3.59,25.766,57,156.3021
32166,807288,76.7,55,2009-11-22,72,10.49,33.628,3.54,25.799,56.1,154.1203
32166,807289,76.7,55,2009-11-22,75,10.41,33.654,3.44,25.833,54.5,149.7616
32166,807290,76.7,55,2009-11-22,85,10.04,33.759,3.09,25.978,48.6,134.5052
32166,807291,76.7,55,2009-11-22,100,9.94,33.796,2.95,26.024,46.3,128.4054
32258,809757,76.7,49,2010-01-31,30,14.02,33.276,5.71,24.852,97.4,248.8248
32258,809758,76.7,49,2010-01-31,40,13.82,33.27,5.77,24.889,98,251.4303
32258,809759,76.7,49,2010-01-31,50,13.67,33.328,5.38,24.965,91.1,234.4185
32258,809760,76.7,49,2010-01-31,60,13.18,33.364,5.05,25.092,84.7,220.0125
32259,809765,76.7,55,2010-01-31,30,13.66,33.194,6.07,24.863,102.7,264.5097
32259,809766,76.7,55,2010-01-31,42,13.31,33.201,5.7,24.94,95.7,248.3677
32259,809767,76.7,55,2010-01-31,49,13.34,33.218,5.7,24.947,95.8,248.366
32259,809768,76.7,55,2010-01-31,50,13.42,33.202,5.69,24.918,95.8,247.9373
32259,809769,76.7,55,2010-01-31,59,12.82,33.234,5.38,25.063,89.4,234.3961
32259,809770,76.7,55,2010-01-31,69,12.17,33.434,4.49,25.343,73.7,195.5671
32259,809771,76.7,55,2010-01-31,75,11.38,33.291,4.22,25.379,68.1,183.8005
32259,809772,76.7,55,2010-01-31,86,10.76,33.484,3.94,25.64,62.8,171.5616
32259,809773,76.7,55,2010-01-31,100,10.59,33.567,3.62,25.734,57.5,157.6132
32259,809774,76.7,55,2010-01-31,102,10.58,33.574,3.58,25.742,56.9,155.8704
