cst_cnt,btl_cnt,line,station,date,depth_m,T_degC,salinity,O2_mL_L,Sigma_Theta,O2_sat,O_mmol_kg
30373,758476,76.7,55,2003-07-29,70,9.63,33.619,4.18,25.937,65,181.9593
30373,758477,76.7,55,2003-07-29,75,9.59,33.669,4.09,25.983,63.6,178.0336
30373,758478,76.7,55,2003-07-29,85,9.31,33.73,3.89,26.076,60.1,169.3124
30373,758479,76.7,55,2003-07-29,98,8.89,33.819,3.97,26.213,60.8,172.7713
30373,758480,76.7,55,2003-07-29,100,8.86,33.83,3.97,26.226,60.8,172.7691
30373,758481,76.7,55,2003-07-29,119,8.66,33.914,3.97,26.323,60.5,172.7528
30374,758502,76.7,51,2003-07-29,30,13.24,33.544,5.13,25.219,86.2,223.4701
30374,758503,76.7,51,2003-07-29,40,11.35,33.654,3.78,25.666,61.1,164.5904
30374,758504,76.7,51,2003-07-29,50,10.38,33.765,2.92,25.924,46.2,127.112
30374,758505,76.7,51,2003-07-29,60,10.24,33.794,2.79,25.971,44,121.4473
30374,758506,76.7,51,2003-07-29,69,10.21,33.806,2.74,25.986,43.2,119.2691
30374,758507,76.7,51,2003-07-29,75,10.18,33.816,2.7,25.999,42.6,117.5264
30374,758508,76.7,51,2003-07-29,84,10.12,33.83,2.64,26.02,41.6,114.9124
30374,758509,76.7,51,2003-07-29,100,10.06,33.84,2.58,26.038,40.6,112.2988
30375,758522,76.7,49,2003-07-30,30,12.93,33.558,4.88,25.291,81.5,212.5648
30375,758523,76.7,49,2003-07-30,40,12.62,33.569,4.73,25.361,78.5,206.017
30375,758524,76.7,49,2003-07-30,50,12.09,33.622,4.24,25.504,69.6,184.6491
30375,758525,76.7,49,2003-07-30,51,12.01,33.629,4.17,25.524,68.3,181.5971
30375,758526,76.7,49,2003-07-30,60,10.84,33.715,3.18,25.805,50.8,138.4462
30439,760390,76.7,55,2003-11-03,30,14.37,33.18,5.76,24.705,98.9,251.0397
30439,760391,76.7,55,2003-11-03,39,12.15,33.072,5.12,25.065,83.8,223.068
30439,760392,76.7,55,2003-11-03,50,10.95,33.017,5.04,25.242,80.4,219.5446
30439,760393,76.7,55,2003-11-03,60,10.49,33.086,4.82,25.376,76.2,209.9339
30439,760394,76.7,55,2003-11-03,69,10.29,33.214,4.49,25.51,70.7,195.5353
30439,760395,76.7,55,2003-11-03,75,10.36,33.329,4.19,25.588,66.1,182.4567
30439,760396,76.7,55,2003-11-03,84,10.51,33.488,3.76,25.687,59.6,163.7162
30439,760397,76.7,55,2003-11-03,100,10.35,33.595,3.41,25.798,53.9,148.4606
30439,760398,76.7,55,2003-11-03,119,10.16,33.795,2.72,25.987,42.9,118.3984
30440,760419,76.7,51,2003-11-03,30,14.93,33.261,5.57,24.648,96.7,242.7724
30440,760420,76.7,51,2003-11-03,40,14.36,33.239,5.23,24.753,89.8,227.9299
30440,760421,76.7,51,2003-11-03,49,13.4,33.213,4.92,24.931,82.8,214.3824
30440,760422,76.7,51,2003-11-03,50,13.3,33.21,4.9,24.949,82.3,213.5072
30440,760423,76.7,51,2003-11-03,59,12.51,33.219,4.7,25.111,77.6,204.7603
30440,760424,76.7,51,2003-11-03,69,11.87,33.325,4.22,25.315,68.8,183.812
30440,760425,76.7,51,2003-11-03,75,11.47,33.384,4,25.435,64.7,174.209
30440,760426,76.7,51,2003-11-03,84,10.98,33.46,3.74,25.582,59.9,162.8621
30440,760427,76.7,51,2003-11-03,99,10.68,33.533,3.5,25.692,55.7,152.3947
30440,760428,76.7,51,2003-11-03,100,10.66,33.539,3.48,25.7,55.3,151.5227
30440,760429,76.7,51,2003-11-03,119,10.44,33.657,3.14,25.831,49.7,136.7013
30441,760443,76.7,49,2003-11-03,22,14.17,33.268,5.21,24.815,89.1,227.0445
30441,760444,76.7,49,2003-11-03,29,13.68,33.266,5.06,24.915,85.7,220.4862
30441,760445,76.7,49,2003-11-03,30,13.65,33.267,5.04,24.922,85.3,219.6132
30441,760446,76.7,49,2003-11-03,36,13.5,33.272,4.95,24.956,83.5,215.6844
30441,760447,76.7,49,2003-11-03,42,13.16,33.271,4.84,25.024,81.1,210.8774
30441,760448,76.7,49,2003-11-03,50,12.6,33.267,4.61,25.131,76.3,200.8354
30441,760449,76.7,49,2003-11-03,59,11.89,33.309,4.11,25.298,67,179.0237
30506,762305,76.7,55,2004-01-20,30,13.24,33.082,6,24.861,100.5,261.4598
30506,762306,76.7,55,2004-01-20,31,13.24,33.082,6,24.861,100.5,261.4598
30506,762307,76.7,55,2004-01-20,40,13.21,33.082,5.99,24.867,100.3,261.0226
30506,762308,76.7,55,2004-01-20,49,13.17,33.08,5.91,24.874,98.9,257.5347
30506,762309,76.7,55,2004-01-20,50,13.09,33.082,5.84,24.891,97.6,254.4801
30506,762310,76.7,55,2004-01-20,60,12.2,33.12,5.14,25.094,84.3,223.933
30506,762311,76.7,55,2004-01-20,70,12.02,33.146,5.09,25.148,83.2,221.743
30506,762312,76.7,55,2004-01-20,75,11.59,33.158,4.9,25.237,79.3,213.4472
30506,762313,76.7,55,2004-01-20,85,10.64,33.221,4.41,25.456,70,192.0615
30506,762314,76.7,55,2004-01-20,100,9.99,33.456,3.75,25.75,58.7,163.2708
30507,762335,76.7,51,2004-01-20,21,13.13,33.093,6.08,24.891,101.7,264.9382
30507,762336,76.7,51,2004-01-20,30,12.94,33.107,5.96,24.94,99.3,259.6968
30507,762337,76.7,51,2004-01-20,40,12.78,33.153,5.78,25.007,96,251.8371
30507,762338,76.7,51,2004-01-20,50,12.27,33.184,5.25,25.13,86.3,228.7173
30507,762339,76.7,51,2004-01-20,51,12.17,33.186,5.18,25.15,84.9,225.6634
30507,762340,76.7,51,2004-01-20,60,10.27,33.213,4.47,25.513,70.4,194.6637
30507,762341,76.7,51,2004-01-20,71,10.1,33.349,4.16,25.648,65.3,181.1397
30507,762342,76.7,51,2004-01-20,75,10.19,33.429,3.89,25.695,61.2,169.3753
30507,762343,76.7,51,2004-01-20,85,10.42,33.621,3.22,25.806,51,140.1875
30507,762344,76.7,51,2004-01-20,100,10.05,33.738,2.87,25.96,45.1,124.931
30507,762345,76.7,51,2004-01-20,101,10.02,33.742,2.86,25.969,44.9,124.4946
30508,762360,76.7,49,2004-01-20,25,12.01,33.212,5.16,25.2,84.3,224.7811
30508,762361,76.7,49,2004-01-20,30,11.91,33.258,4.9,25.255,79.9,213.4435
30508,762362,76.7,49,2004-01-20,37,11.8,33.321,4.57,25.324,74.4,199.0553
30508,762363,76.7,49,2004-01-20,48,11.71,33.329,4.48,25.347,72.8,195.1308
30508,762364,76.7,49,2004-01-20,50,11.71,33.33,4.48,25.348,72.8,195.1306
30508,762365,76.7,49,2004-01-20,62,11.68,33.335,4.46,25.358,72.4,194.2576
30572,764221,76.7,55,2004-04-08,30,11.39,33.323,5.23,25.401,84.4,227.7858
30572,764222,76.7,55,2004-04-08,41,10.37,33.504,4.01,25.722,63.4,174.5957
30572,764223,76.7,55,2004-04-08,50,10.33,33.514,3.93,25.737,62.1,171.1099
30572,764224,76.7,55,2004-04-08,59,10.08,33.566,3.65,25.82,57.3,158.9061
30572,764225,76.7,55,2004-04-08,70,9.58,33.696,3.17,26.005,49.3,137.9839
30572,764226,76.7,55,2004-04-08,75,9.44,33.737,3.05,26.06,47.3,132.7534
30572,764227,76.7,55,2004-04-08,85,9.26,33.798,2.92,26.137,45.1,127.0856
30572,764228,76.7,55,2004-04-08,99,9.13,33.851,2.81,26.2,43.3,122.2906
30572,764229,76.7,55,2004-04-08,100,9.11,33.856,2.81,26.207,43.3,122.2897
30572,764230,76.7,55,2004-04-08,119,8.85,33.948,2.66,26.32,40.7,115.7491
30573,764251,76.7,51,2004-04-08,30,10.32,33.534,3.79,25.754,59.8,165.0117
30573,764252,76.7,51,2004-04-08,39,10.22,33.588,3.56,25.813,56.1,154.9889
30573,764253,76.7,51,2004-04-08,50,10.03,33.716,2.92,25.946,45.9,127.1092
30573,764254,76.7,51,2004-04-08,60,9.94,33.82,2.64,26.042,41.4,114.9099
30573,764255,76.7,51,2004-04-08,70,9.8,33.903,2.4,26.131,37.5,104.4545
30573,764256,76.7,51,2004-04-08,75,9.75,33.935,2.31,26.164,36.1,100.5342
30573,764257,76.7,51,2004-04-08,84,9.66,33.98,2.17,26.214,33.9,94.43664
30573,764258,76.7,51,2004-04-08,100,9.52,34.025,2,26.273,31.1,87.03337
30573,764259,76.7,51,2004-04-08,119,9.38,34.054,1.86,26.319,28.9,80.93741
30574,764273,76.7,49,2004-04-08,27,10.55,33.645,4.64,25.801,73.7,202.0103
30574,764274,76.7,49,2004-04-08,30,10.55,33.645,4.65,25.801,73.8,202.4457
30574,764275,76.7,49,2004-04-08,34,10.55,33.645,4.66,25.801,74,202.8811
30574,764276,76.7,49,2004-04-08,39,10.54,33.647,4.65,25.804,73.8,202.4451
30574,764277,76.7,49,2004-04-08,50,10.51,33.654,4.54,25.815,72,197.654
30574,764278,76.7,49,2004-04-08,60,10.39,33.673,4.22,25.851,66.8,183.7159
30574,764279,76.7,49,2004-04-08,69,10.05,33.778,3.06,25.991,48.1,133.1977
30575,764285,76.7,49,2004-07-27,29,12.25,33.61,5.33,25.463,87.8,232.1271
30575,764286,76.7,49,2004-07-27,30,12.2,33.602,5.3,25.467,87.2,230.8197
30575,764287,76.7,49,2004-07-27,40,11.46,33.562,4.56,25.574,73.8,198.5713
30575,764288,76.7,49,2004-07-27,49,10.5,33.698,3,25.851,47.6,130.6038
30575,764289,76.7,49,2004-07-27,50,10.48,33.699,2.99,25.855,47.4,130.1679
30575,764290,76.7,49,2004-07-27,60,10.31,33.713,2.87,25.896,45.4,124.9388
30576,764295,76.7,51,2004-07-27,30,12.82,33.475,4.74,25.248,78.9,206.4753
30576,764296,76.7,51,2004-07-27,39,12.2,33.465,4.51,25.361,74.1,196.4348
30576,764297,76.7,51,2004-07-27,49,11.42,33.491,4.22,25.526,68.2,183.7742
30576,764298,76.7,51,2004-07-27,50,11.35,33.501,4.15,25.547,67,180.7221
30576,764299,76.7,51,2004-07-27,60,10.7,33.594,3.45,25.735,54.9,150.2113
30576,764300,76.7,51,2004-07-27,70,10.12,33.603,3.32,25.843,52.2,144.5359
30576,764301,76.7,51,2004-07-27,75,9.98,33.621,3.25,25.88,51,141.4834
30576,764302,76.7,51,2004-07-27,85,9.81,33.695,3.03,25.967,47.3,131.8949
30576,764303,76.7,51,2004-07-27,100,9.57,33.915,2.46,26.179,38.3,107.0609
30576,764304,76.7,51,2004-07-27,119,9.33,33.956,2.39,26.25,37,104.0072
30577,764316,76.7,55,2004-07-27,21,13.38,33.462,6.07,25.127,102.3,264.4416
30577,764317,76.7,55,2004-07-27,30,12.3,33.455,4.94,25.334,81.4,215.1693
30577,764318,76.7,55,2004-07-27,31,12.18,33.455,4.82,25.357,79.2,209.9378
30577,764319,76.7,55,2004-07-27,40,11.38,33.483,4.14,25.527,66.9,180.2901
30577,764320,76.7,55,2004-07-27,50,10.8,33.608,3.53,25.729,56.3,153.6954
30577,764321,76.7,55,2004-07-27,51,10.76,33.622,3.48,25.747,55.5,151.5157
30577,764322,76.7,55,2004-07-27,61,10.34,33.706,3.1,25.885,49,134.9527
30577,764323,76.7,55,2004-07-27,70,9.92,33.786,2.75,26.019,43.1,119.7005
30577,764324,76.7,55,2004-07-27,75,9.89,33.817,2.71,26.048,42.5,117.9561
30577,764325,76.7,55,2004-07-27,85,9.82,33.836,2.63,26.075,41.1,114.471
30577,764326,76.7,55,2004-07-27,100,9.68,33.896,2.46,26.146,38.4,107.0643
30577,764327,76.7,55,2004-07-27,101,9.67,33.9,2.45,26.151,38.2,106.6286
30649,766234,76.7,49,2004-11-18,26,14.41,33.279,5.57,24.773,95.7,242.7427
30649,766235,76.7,49,2004-11-18,30,14.09,33.291,5.34,24.849,91.2,232.702
30649,766236,76.7,49,2004-11-18,35,13.66,33.31,5.04,24.953,85.3,219.6066
30649,766237,76.7,49,2004-11-18,42,13.38,33.326,4.86,25.022,81.8,211.7492
30649,766238,76.7,49,2004-11-18,50,12.5,33.353,4.31,25.217,71.2,187.7501
30649,766239,76.7,49,2004-11-18,60,12.06,33.388,4.04,25.328,66.2,175.9695
30650,766244,76.7,51,2004-11-18,30,12.62,33.265,4.68,25.125,77.5,203.8862
30650,766245,76.7,51,2004-11-18,40,11.51,33.319,4.31,25.376,69.7,187.721
30650,766246,76.7,51,2004-11-18,50,11.29,33.337,4.21,25.43,67.8,183.3559
30650,766247,76.7,51,2004-11-18,60,10.71,33.388,3.99,25.573,63.5,173.7501
30650,766248,76.7,51,2004-11-18,70,10.46,33.425,3.88,25.646,61.4,168.948
30650,766249,76.7,51,2004-11-18,75,10.36,33.44,3.83,25.675,60.5,166.7661
30650,766250,76.7,51,2004-11-18,85,10.19,33.477,3.73,25.733,58.7,162.4027
30650,766251,76.7,51,2004-11-18,100,9.93,33.57,3.51,25.849,55,152.8067
30650,766252,76.7,51,2004-11-18,119,9.73,33.777,2.94,26.045,45.9,127.9675
30651,766265,76.7,55,2004-11-18,21,15.47,33.252,5.81,24.523,102,253.2638
30651,766266,76.7,55,2004-11-18,30,13.7,33.076,5.56,24.764,94.1,242.3091
30651,766267,76.7,55,2004-11-18,31,13.47,33.061,5.52,24.799,92.9,240.5576
30651,766268,76.7,55,2004-11-18,40,12.19,33.139,4.9,25.11,80.3,213.4737
30651,766269,76.7,55,2004-11-18,50,11.38,33.29,4.33,25.377,69.8,188.5919
30651,766270,76.7,55,2004-11-18,61,10.73,33.345,4.11,25.536,65.4,178.9821
30651,766271,76.7,55,2004-11-18,71,9.95,33.419,3.92,25.728,61.3,170.6761
30651,766272,76.7,55,2004-11-18,75,9.79,33.45,3.82,25.779,59.6,166.3138
30651,766273,76.7,55,2004-11-18,86,9.54,33.553,3.5,25.9,54.3,152.3638
30651,766274,76.7,55,2004-11-18,100,9.31,33.741,2.96,26.085,45.8,128.833
30723,768214,76.7,49,2005-01-19,21,12.89,33.198,5.42,25.02,90.2,236.1488
30723,768215,76.7,49,2005-01-19,30,12.57,33.254,4.82,25.126,79.7,209.9851
30723,768216,76.7,49,2005-01-19,41,12.31,33.298,4.47,25.21,73.6,194.7213
30723,768217,76.7,49,2005-01-19,50,12.12,33.321,4.33,25.264,71,188.6127
30723,768218,76.7,49,2005-01-19,60,11.83,33.356,4.13,25.346,67.3,179.8864
30724,768223,76.7,51,2005-01-19,21,13.68,33.137,6.15,24.815,104,268.0084
30724,768224,76.7,51,2005-01-19,30,13.66,33.143,5.96,24.824,100.8,259.7262
30724,768225,76.7,51,2005-01-19,39,13.64,33.153,5.91,24.836,99.9,257.5442
30724,768226,76.7,51,2005-01-19,49,13.53,33.159,5.68,24.863,95.8,247.5148
30724,768227,76.7,51,2005-01-19,50,13.51,33.161,5.64,24.869,95.1,245.7703
30724,768228,76.7,51,2005-01-19,60,13.1,33.185,5.19,24.969,86.8,226.1389
30724,768229,76.7,51,2005-01-19,70,12.23,33.225,4.82,25.17,79.1,209.9761
30724,768230,76.7,51,2005-01-19,75,11.72,33.266,4.58,25.297,74.4,199.4961
30724,768231,76.7,51,2005-01-19,85,10.79,33.37,4.11,25.546,65.5,178.9804
30724,768232,76.7,51,2005-01-19,100,10.07,33.528,3.66,25.793,57.5,159.3456
30724,768233,76.7,51,2005-01-19,119,9.65,33.688,3.15,25.988,49,137.1156
30725,768246,76.7,55,2005-01-18,30,14.37,33.067,5.82,24.618,99.8,253.6762
30725,768247,76.7,55,2005-01-18,40,13.99,33.064,5.65,24.695,96.1,246.2479
30725,768248,76.7,55,2005-01-18,50,13.7,33.118,5.48,24.797,92.7,238.8149
30725,768249,76.7,55,2005-01-18,60,13.34,33.171,5.2,24.911,87.4,226.5875
30725,768250,76.7,55,2005-01-18,70,12.99,33.204,4.98,25.006,83.1,216.981
30725,768251,76.7,55,2005-01-18,75,12.53,33.191,4.89,25.086,80.8,213.043
30725,768252,76.7,55,2005-01-18,84,11.63,33.177,4.73,25.245,76.6,206.0403
30725,768253,76.7,55,2005-01-18,100,10.69,33.279,4.28,25.493,68,186.3931
30798,770178,76.7,49,2005-04-30,30,11.35,33.656,5.59,25.667,90.3,243.402
30798,770179,76.7,49,2005-04-30,40,11.41,33.698,5.69,25.689,92.1,247.7509
30798,770180,76.7,49,2005-04-30,49,11.32,33.714,5.51,25.718,89,239.9067
30798,770181,76.7,49,2005-04-30,50,11.27,33.72,5.44,25.732,87.8,236.8556
30798,770182,76.7,49,2005-04-30,59,10.84,33.776,4.78,25.853,76.4,208.0949
30799,770187,76.7,51,2005-04-30,30,11.2,33.425,4.95,25.514,79.6,215.567
30799,770188,76.7,51,2005-04-30,40,11,33.449,4.76,25.569,76.2,207.2816
30799,770189,76.7,51,2005-04-30,50,10.97,33.476,4.72,25.596,75.6,205.5343
30799,770190,76.7,51,2005-04-30,60,10.87,33.52,4.59,25.648,73.3,199.8633
30799,770191,76.7,51,2005-04-30,70,10.74,33.572,4.49,25.712,71.6,195.4968
30799,770192,76.7,51,2005-04-30,75,10.57,33.608,4.33,25.769,68.8,188.5198
30799,770193,76.7,51,2005-04-30,85,10.2,33.698,3.83,25.904,60.4,166.7289
30799,770194,76.7,51,2005-04-30,100,9.85,33.864,2.72,26.092,42.6,118.3863
30799,770195,76.7,51,2005-04-30,119,9.48,34.029,2.07,26.283,32.2,90.07866
30800,770207,76.7,55,2005-04-30,30,11.47,33.31,5.26,25.376,85,229.098
30800,770209,76.7,55,2005-04-30,50,10.93,33.401,4.85,25.544,77.5,211.2059
30800,770210,76.7,55,2005-04-30,60,10.82,33.431,4.82,25.587,76.9,209.8907
30800,770211,76.7,55,2005-04-30,70,10.53,33.584,4.79,25.758,76,208.5496
30800,770212,76.7,55,2005-04-30,75,10.38,33.605,4.58,25.8,72.4,199.3983
30800,770213,76.7,55,2005-04-30,85,10.08,33.604,4.03,25.85,63.3,175.4446
30800,770214,76.7,55,2005-04-30,98,9.65,33.623,3.48,25.937,54.2,151.4877
30800,770215,76.7,55,2005-04-30,100,9.59,33.632,3.42,25.954,53.2,148.8734
30800,770216,76.7,55,2005-04-30,117,9.24,33.739,3.02,26.095,46.6,131.4432
30873,772195,76.7,49,2005-07-16,30,11.23,33.797,4.56,25.798,73.6,198.528
30873,772196,76.7,49,2005-07-16,40,10.82,33.816,3.8,25.887,60.8,165.4256
30873,772197,76.7,49,2005-07-16,50,10.38,33.868,2.7,26.005,42.8,117.5257
30873,772198,76.7,49,2005-07-16,65,10.21,33.894,2.46,26.054,38.8,107.0739
30874,772203,76.7,51,2005-07-16,30,10.76,33.824,3.38,25.904,54,147.1393
30874,772204,76.7,51,2005-07-16,40,10.1,33.859,2.5,26.045,39.4,108.8159
30874,772205,76.7,51,2005-07-16,50,10.08,33.91,2.33,26.089,36.7,101.4121
30874,772206,76.7,51,2005-07-16,59,10.04,33.931,2.25,26.112,35.4,97.92791
30874,772207,76.7,51,2005-07-16,69,10.03,33.948,2.14,26.127,33.7,93.13896
30874,772208,76.7,51,2005-07-16,75,10,33.968,2.1,26.148,33,91.39617
30874,772209,76.7,51,2005-07-16,84,9.95,33.999,2.04,26.181,32,88.782
30874,772210,76.7,51,2005-07-16,100,9.9,34.02,1.9,26.206,29.8,82.6871
30874,772211,76.7,51,2005-07-16,119,9.83,34.046,1.82,26.238,28.5,79.20307
30875,772223,76.7,55,2005-07-16,30,9.97,33.942,1.95,26.132,30.6,84.8692
30875,772224,76.7,55,2005-07-16,40,9.91,33.968,1.88,26.162,29.5,81.82022
30875,772225,76.7,55,2005-07-16,50,9.86,33.996,1.85,26.193,29,80.51215
30875,772226,76.7,55,2005-07-16,60,9.82,34.006,1.81,26.208,28.3,78.77019
30875,772227,76.7,55,2005-07-16,70,9.79,34.027,1.77,26.229,27.7,77.02784
30875,772228,76.7,55,2005-07-16,75,9.76,34.033,1.75,26.239,27.4,76.156720000000007
30875,772229,76.7,55,2005-07-16,85,9.7,34.047,1.71,26.26,26.7,74.41447
30875,772230,76.7,55,2005-07-16,100,9.6,34.096,1.63,26.315,25.4,70.9293
30875,772231,76.7,55,2005-07-16,101,9.59,34.1,1.62,26.32,25.3,70.4938
30948,774257,76.7,49,2005-11-20,30,13.35,33.444,4.66,25.119,78.4,203.016
30948,774258,76.7,49,2005-11-20,40,13.1,33.468,4.46,25.188,74.7,194.2898
30948,774259,76.7,49,2005-11-20,50,13,33.475,4.41,25.214,73.7,192.1068
30948,774260,76.7,49,2005-11-20,51,12.99,33.476,4.4,25.216,73.5,191.6708
30948,774261,76.7,49,2005-11-20,62,12.16,33.554,3.69,25.438,60.6,160.7073
30949,774267,76.7,51,2005-11-20,30,12.21,33.476,3.89,25.367,63.9,169.4295
30949,774268,76.7,51,2005-11-20,41,11.83,33.519,3.58,25.472,58.4,155.9114
30949,774269,76.7,51,2005-11-20,50,11.38,33.588,3.31,25.609,53.5,144.1335
30949,774270,76.7,51,2005-11-20,60,10.92,33.686,2.84,25.768,45.5,123.6482
30949,774271,76.7,51,2005-11-20,70,10.73,33.752,2.57,25.854,41,111.8836
30949,774272,76.7,51,2005-11-20,75,10.59,33.791,2.44,25.909,38.8,106.2184
30949,774273,76.7,51,2005-11-20,85,10.32,33.862,2.22,26.011,35.1,96.63171
30949,774274,76.7,51,2005-11-20,100,10.11,33.912,2.11,26.086,33.2,91.83694
30950,774288,76.7,55,2005-11-20,21,13.42,33.338,6.05,25.023,101.9,263.597
30950,774289,76.7,55,2005-11-20,30,12.9,33.368,5.41,25.15,90.2,235.6832
30950,774290,76.7,55,2005-11-20,40,12.1,33.451,4.72,25.369,77.4,205.5798
30950,774291,76.7,55,2005-11-20,50,11.56,33.497,4.24,25.505,68.8,184.6489
30950,774292,76.7,55,2005-11-20,59,11.47,33.497,4.18,25.522,67.6,182.0329
30950,774293,76.7,55,2005-11-20,70,11.42,33.494,4.17,25.529,67.4,181.5962
30950,774294,76.7,55,2005-11-20,75,11.14,33.498,4.06,25.583,65.2,176.7966
30950,774295,76.7,55,2005-11-20,85,10.48,33.526,3.76,25.721,59.6,163.7108
30950,774296,76.7,55,2005-11-20,99,9.94,33.615,3.35,25.883,52.5,145.8363
30950,774297,76.7,55,2005-11-20,100,9.9,33.627,3.31,25.899,51.8,144.0927
31020,776148,76.7,49,2006-02-20,23,11.19,33.694,3.78,25.725,60.9,164.5809
31020,776149,76.7,49,2006-02-20,30,11.12,33.704,3.68,25.746,59.2,160.2237
31020,776150,76.7,49,2006-02-20,32,11.1,33.707,3.65,25.752,58.7,158.9166
31020,776151,76.7,49,2006-02-20,44,11.02,33.718,3.53,25.775,56.7,153.6885
31020,776152,76.7,49,2006-02-20,50,10.96,33.731,3.44,25.796,55.1,149.767
31020,776153,76.7,49,2006-02-20,52,10.94,33.736,3.4,25.804,54.5,148.02440000000001
31020,776154,76.7,49,2006-02-20,62,10.77,33.764,3.21,25.856,51.3,139.7453
31021,776159,76.7,51,2006-02-20,30,10.67,33.716,3.56,25.835,56.7,154.9855
31021,776160,76.7,51,2006-02-20,40,10.47,33.74,3.2,25.889,50.8,139.3055
31021,776161,76.7,51,2006-02-20,50,10.3,33.809,2.59,25.972,40.9,112.7413
31021,776162,76.7,51,2006-02-20,59,10.15,33.855,2.44,26.034,38.5,106.2055
31021,776163,76.7,51,2006-02-20,70,10.06,33.872,2.39,26.063,37.6,104.0262
31021,776164,76.7,51,2006-02-20,75,10.02,33.893,2.33,26.086,36.6,101.4124
31021,776165,76.7,51,2006-02-20,85,9.94,33.939,2.19,26.136,34.4,95.31427
31021,776166,76.7,51,2006-02-20,100,9.74,33.986,2.03,26.206,31.7,88.34464
31022,776179,76.7,55,2006-02-20,30,12.07,33.381,5.8,25.32,95,252.6314
31022,776180,76.7,55,2006-02-20,40,11.34,33.387,4.9,25.46,79,213.4008
31022,776181,76.7,55,2006-02-20,50,10.84,33.511,4.28,25.646,68.3,186.3653
31022,776182,76.7,55,2006-02-20,60,9.64,33.551,3.61,25.882,56.2,157.1551
31022,776183,76.7,55,2006-02-20,70,9.33,33.662,3.53,26.019,54.6,153.6519
31022,776184,76.7,55,2006-02-20,75,9.14,33.687,3.62,26.069,55.7,157.5617
31022,776185,76.7,55,2006-02-20,85,8.83,33.722,3.78,26.146,57.8,164.5134
31022,776186,76.7,55,2006-02-20,100,8.72,33.816,3.38,26.237,51.6,147.0916
31163,780084,76.7,55,2006-04-16,21,13.39,32.966,6.11,24.741,102.6,266.2845
31163,780085,76.7,55,2006-04-16,25,13.27,32.985,6.03,24.78,101.1,262.7879
31163,780086,76.7,55,2006-04-16,30,12.28,33.135,5.33,25.089,87.6,232.2118
31163,780087,76.7,55,2006-04-16,31,12.06,33.168,5.17,25.156,84.6,225.2264
31163,780088,76.7,55,2006-04-16,36,11.68,33.219,4.87,25.267,79,212.1342
31163,780089,76.7,55,2006-04-16,40,11.34,33.271,4.62,25.37,74.5,201.2241
31163,780090,76.7,55,2006-04-16,50,10.71,33.394,4.3,25.578,68.4,187.2486
31163,780091,76.7,55,2006-04-16,51,10.65,33.406,4.28,25.598,68,186.374
31163,780092,76.7,55,2006-04-16,60,9.99,33.528,3.89,25.806,61,169.357
31163,780093,76.7,55,2006-04-16,71,9.75,33.728,3.28,26.002,51.2,142.7724
31163,780094,76.7,55,2006-04-16,75,9.76,33.788,3.04,26.048,47.5,132.3197
31163,780095,76.7,55,2006-04-16,85,9.78,33.885,2.54,26.12,39.7,110.5489
31163,780096,76.7,55,2006-04-16,100,9.76,33.913,2.41,26.146,37.7,104.8882
31164,780120,76.7,49,2006-04-17,21,11,33.525,4.05,25.628,64.9,176.3534
31164,780121,76.7,49,2006-04-17,30,10.44,33.674,3.45,25.843,54.7,150.1955
31164,780122,76.7,49,2006-04-17,41,10.4,33.688,3.39,25.861,53.7,147.5808
31164,780123,76.7,49,2006-04-17,50,10.1,33.74,3.27,25.953,51.4,142.3439
31164,780124,76.7,49,2006-04-17,61,9.77,33.842,2.73,26.088,42.7,118.822
31164,780125,76.7,49,2006-04-17,64,9.75,33.85,2.66,26.097,41.6,115.7742
31165,780135,76.7,51,2006-04-17,30,13.21,32.961,6.21,24.773,103.9,270.6342
31165,780136,76.7,51,2006-04-17,41,12.54,33.116,5.88,25.025,97.1,256.1897
31165,780138,76.7,51,2006-04-17,49,11.47,33.259,4.88,25.337,78.9,212.5553
31165,780139,76.7,51,2006-04-17,50,11.31,33.284,4.76,25.385,76.7,207.3188
31165,780140,76.7,51,2006-04-17,59,10.13,33.517,3.88,25.774,61,168.9269
31165,780141,76.7,51,2006-04-17,70,9.82,33.696,3.42,25.966,53.5,148.8716
31165,780142,76.7,51,2006-04-17,75,9.65,33.724,3.33,26.016,51.9,144.9469
31165,780143,76.7,51,2006-04-17,85,9.34,33.745,3.23,26.083,50,140.5849
31165,780144,76.7,51,2006-04-17,100,9.04,33.804,3.09,26.177,47.5,134.4791
31168,780188,76.7,49,2006-07-24,30,12.31,33.639,4.51,25.474,74.4,196.4132
31168,780189,76.7,49,2006-07-24,40,11.74,33.623,3.85,25.57,62.7,167.6541
31168,780190,76.7,49,2006-07-24,50,11.64,33.635,3.75,25.598,61,163.295
31168,780191,76.7,49,2006-07-24,60,11.85,33.733,4.52,25.635,73.9,196.8178
31168,780192,76.7,49,2006-07-24,65,11.77,33.734,4.37,25.651,71.3,190.2832
31169,780199,76.7,51,2006-07-24,30,11.63,33.591,3.94,25.565,64,171.5741
31169,780200,76.7,51,2006-07-24,40,11.28,33.653,3.52,25.678,56.8,153.2676
31169,780201,76.7,51,2006-07-24,49,11.17,33.649,3.41,25.695,54.9,148.4755
31169,780202,76.7,51,2006-07-24,50,11.16,33.651,3.39,25.698,54.5,147.6043
31169,780203,76.7,51,2006-07-24,60,10.98,33.674,3.19,25.748,51.1,138.8893
